,number,value,datetime_start,datetime_complete,duration,params_activation_fn,params_batch_size,params_clip_range,params_ent_coef,params_gae_lambda,params_gamma,params_learning_rate,params_max_grad_norm,params_n_epochs,params_n_steps,params_net_arch,params_vf_coef,system_attrs_completed_rung_0,system_attrs_completed_rung_1,system_attrs_completed_rung_2,state
183,183,-1.5216828000000002,2022-06-26 21:23:11.170198,2022-06-26 21:39:08.456026,0 days 00:15:57.285828,tanh,32,0.2,3.3221842327858294e-05,0.98,0.99,0.0024071378248449577,0.5,5,16,small,0.4350614721140413,-1.5216828000000002,,,PRUNED
184,184,93.6212396,2022-06-26 21:27:27.156866,2022-06-26 21:37:31.816006,0 days 00:10:04.659140,relu,16,0.3,4.353283389505889e-05,0.98,0.95,9.34618649909008e-05,0.6,1,8,small,0.6655944614667968,93.6212396,,,PRUNED
185,185,99.24022160000001,2022-06-26 21:31:30.684561,2022-06-26 22:13:23.283262,0 days 00:41:52.598701,tanh,16,0.3,0.0006665657000282137,0.98,0.9,0.003658031515918922,0.5,20,1024,small,0.6891133673718058,99.24022160000001,,,PRUNED
186,186,82.76747719999999,2022-06-26 21:32:47.829633,2022-06-26 21:39:04.583536,0 days 00:06:16.753903,relu,32,0.1,0.002743916831327765,0.95,0.99,0.03558031460752822,0.6,1,128,small,0.06794271958317533,82.76747719999999,,,PRUNED
187,187,2146.2022962,2022-06-26 21:37:31.816603,2022-06-26 23:39:02.431560,0 days 02:01:30.614957,relu,16,0.1,0.00290896863630304,0.95,0.999,0.0012542690615826473,0.9,1,256,small,0.02249562055038712,973.4498326,924.1213058,2146.2022962,PRUNED
188,188,,2022-06-26 21:39:04.584119,2022-06-26 21:58:31.019293,0 days 00:19:26.435174,relu,512,0.3,0.008770861181999266,0.98,0.995,0.018473487442583536,0.6,10,16,small,0.002217757506637996,,,,PRUNED
189,189,307.891665,2022-06-26 21:39:08.456603,2022-06-26 21:48:16.901557,0 days 00:09:08.444954,tanh,128,0.1,4.984602815742431e-08,0.99,0.99,0.00015535009192219485,0.7,20,512,medium,0.7068058377201322,307.891665,,,PRUNED
190,190,,2022-06-26 21:48:16.902183,2022-06-26 21:52:34.166349,0 days 00:04:17.264166,relu,256,0.2,2.0776985133255386e-05,0.9,0.9999,0.13674215347482982,0.5,10,2048,medium,0.10805104233185726,,,,PRUNED
191,191,273.6105276,2022-06-26 21:52:34.167170,2022-06-26 21:57:56.941880,0 days 00:05:22.774710,relu,64,0.2,4.356105186547958e-06,0.98,0.98,7.15065891780854e-05,0.9,1,256,medium,0.03411503986048836,273.6105276,,,PRUNED
192,192,49.477211,2022-06-26 21:57:56.942604,2022-06-26 22:12:00.343608,0 days 00:14:03.401004,relu,16,0.2,0.0007078164966104742,0.95,0.99,0.002906495417105216,1.0,5,16,small,0.05831710005065661,49.477211,,,PRUNED
193,193,241.0761858,2022-06-26 21:58:31.020342,2022-06-26 22:21:14.723075,0 days 00:22:43.702733,relu,16,0.4,0.00023700268771536517,0.99,0.95,0.0001821823830267139,0.6,10,1024,small,0.8573872922094921,241.0761858,,,PRUNED
194,194,93.1249986,2022-06-26 22:12:00.344917,2022-06-26 22:27:49.191311,0 days 00:15:48.846394,tanh,32,0.3,0.00014296902927658455,0.92,0.999,0.009357698153164328,0.5,10,128,small,0.06221377234900594,93.1249986,,,PRUNED
195,195,,2022-06-26 22:13:23.283866,2022-06-26 22:14:32.641783,0 days 00:01:09.357917,relu,256,0.2,4.990503144560337e-06,0.95,0.995,0.1591213560471158,0.6,20,64,small,0.8051779046902009,,,,PRUNED
196,196,-4.7631128,2022-06-26 22:14:32.642676,2022-06-26 22:22:08.332889,0 days 00:07:35.690213,relu,128,0.1,8.545672429216041e-07,0.99,0.9999,0.5615140346648606,0.9,10,512,small,0.9521059938553874,-4.7631128,,,PRUNED
197,197,256.93959159999997,2022-06-26 22:21:14.723693,2022-06-26 23:28:10.869445,0 days 01:06:56.145752,tanh,16,0.2,0.0007883087101328773,0.8,0.95,7.689243049485959e-05,0.5,5,1024,small,0.24023777305164964,429.2839296,256.93959159999997,,PRUNED
198,198,97.2500984,2022-06-26 22:22:08.333795,2022-06-26 22:28:52.641501,0 days 00:06:44.307706,relu,256,0.4,0.009628820886855523,0.9,0.999,0.07244847534015365,0.8,10,256,small,0.94602947047653,97.2500984,,,PRUNED
199,199,308.3163062,2022-06-26 22:27:49.191995,2022-06-26 22:57:16.245250,0 days 00:29:27.053255,relu,16,0.2,8.939437079657951e-08,0.9,0.9,0.0001877718513873613,0.9,10,256,small,0.3796863625708173,308.3163062,,,PRUNED
200,200,85.85965499999999,2022-06-26 22:28:52.642298,2022-06-26 22:36:18.097709,0 days 00:07:25.455411,tanh,512,0.2,0.008241410547773869,0.99,0.999,0.04846941276034242,0.3,10,1024,small,0.31259236434900206,85.85965499999999,,,PRUNED
201,201,-37.6027754,2022-06-26 22:36:18.098351,2022-06-26 23:27:27.636815,0 days 00:51:09.538464,relu,64,0.2,1.385410904486214e-06,0.98,0.9999,9.036750846628004e-05,0.3,20,16,medium,0.9710532499607386,-37.6027754,,,PRUNED
202,202,1933.5873180000003,2022-06-26 22:57:16.245818,2022-06-27 03:40:31.284567,0 days 04:43:15.038749,relu,16,0.2,4.9760891538596486e-05,0.98,0.995,0.0006323133661073616,0.7,5,2048,medium,0.8205859677719959,989.3557564,1246.8921368,1933.5873180000003,PRUNED
203,203,52.159758999999994,2022-06-26 23:27:27.637403,2022-06-26 23:39:33.475871,0 days 00:12:05.838468,tanh,128,0.3,7.519470710829092e-05,0.92,0.9,0.12671298085312502,1.0,20,2048,medium,0.7214582839033719,52.159758999999994,,,PRUNED
204,204,235.781811,2022-06-26 23:28:10.870082,2022-06-26 23:57:40.122986,0 days 00:29:29.252904,relu,16,0.2,0.07901173189603616,0.95,0.9999,0.0009210043028735161,0.6,10,1024,small,0.7987547329308646,235.781811,,,PRUNED
205,205,82.7380808,2022-06-26 23:39:02.432288,2022-06-26 23:47:27.938869,0 days 00:08:25.506581,relu,128,0.2,2.2600093668426636e-05,1.0,0.995,3.021301764825956e-05,1.0,5,1024,medium,0.966130873828972,82.7380808,,,PRUNED
206,206,,2022-06-26 23:39:33.476412,2022-06-26 23:40:32.270452,0 days 00:00:58.794040,relu,16,0.2,8.330059601810232e-05,0.99,0.9,0.07406448449997102,2.0,10,128,medium,0.4917377128638338,,,,PRUNED
207,207,-20.456358799999997,2022-06-26 23:40:32.271253,2022-06-26 23:47:44.895535,0 days 00:07:12.624282,relu,512,0.4,3.6468795459073185e-07,0.92,0.995,0.13804797402306157,2.0,5,1024,medium,0.6551193233245943,-20.456358799999997,,,PRUNED
208,208,238.74636759999999,2022-06-26 23:47:27.939592,2022-06-26 23:59:01.182719,0 days 00:11:33.243127,relu,32,0.1,2.109362016558118e-07,0.92,0.999,0.00041996149699367663,0.8,5,128,medium,0.5128989861216307,238.74636759999999,,,PRUNED
209,209,-18.795526000000002,2022-06-26 23:47:44.896398,2022-06-27 00:14:56.651818,0 days 00:27:11.755420,relu,256,0.2,1.3212990152650541e-08,0.99,0.999,0.25417451151587156,0.9,5,8,medium,0.8323664770924444,-18.795526000000002,,,PRUNED
210,210,10.322806199999999,2022-06-26 23:57:40.123657,2022-06-27 00:07:37.161195,0 days 00:09:57.037538,tanh,64,0.2,2.9461480093657268e-05,0.99,0.999,0.0007140259933472753,0.5,5,32,medium,0.21065632283732896,10.322806199999999,,,PRUNED
211,211,192.50032339999998,2022-06-26 23:59:01.183322,2022-06-27 00:48:06.259678,0 days 00:49:05.076356,relu,8,0.3,1.2124111655974686e-07,0.99,0.9,7.323631967273894e-05,0.7,10,1024,small,0.7932298376025391,192.50032339999998,,,PRUNED
212,212,18.806184000000002,2022-06-27 00:07:37.161784,2022-06-27 00:17:48.971842,0 days 00:10:11.810058,relu,64,0.3,0.0002536833916586843,0.9,0.999,0.1033580827689224,0.5,10,128,small,0.6661215953395208,18.806184000000002,,,PRUNED
213,213,-39.7355022,2022-06-27 00:14:56.652592,2022-06-27 00:25:28.183510,0 days 00:10:31.530918,tanh,64,0.2,0.0005585395056079463,0.9,0.999,0.0011572929001213497,0.9,10,256,medium,0.5999748222806104,-39.7355022,,,PRUNED
214,214,141.94977139999997,2022-06-27 00:17:48.972413,2022-06-27 00:32:10.975405,0 days 00:14:22.002992,relu,32,0.4,4.846797623521533e-05,0.9,0.95,0.04319902133424393,0.5,10,256,medium,0.9494638952013096,141.94977139999997,,,PRUNED
215,215,124.3677748,2022-06-27 00:25:28.184165,2022-06-27 01:11:08.945171,0 days 00:45:40.761006,tanh,16,0.4,6.528242390517412e-08,0.98,0.999,0.00011546443481456168,1.0,20,512,medium,0.8323370775278549,124.3677748,,,PRUNED
216,216,675.1499656,2022-06-27 00:32:10.976044,2022-06-27 01:03:31.182953,0 days 00:31:20.206909,relu,512,0.3,0.0005426856527485511,0.9,0.995,7.674998114228755e-05,0.8,20,256,small,0.5290978316760784,634.3610507999999,675.1499656,,PRUNED
217,217,,2022-06-27 00:48:06.260493,2022-06-27 00:49:16.085336,0 days 00:01:09.824843,tanh,8,0.2,0.0007357655258813622,1.0,0.99,0.2790538019421975,1.0,5,256,small,0.6259144925949264,,,,PRUNED
218,218,,2022-06-27 00:49:16.086200,2022-06-27 00:58:30.043312,0 days 00:09:13.957112,tanh,32,0.3,0.0010570590744139918,0.98,0.995,0.1288365698790536,5.0,10,32,medium,0.2355488695504714,,,,PRUNED
219,219,,2022-06-27 00:58:30.043931,2022-06-27 00:59:42.600830,0 days 00:01:12.556899,tanh,256,0.4,0.0013715226496091994,0.9,0.98,0.9338992741226065,0.8,5,128,small,0.8267485899054144,,,,PRUNED
220,220,,2022-06-27 00:59:42.601538,2022-06-27 00:59:47.420391,0 days 00:00:04.818853,relu,32,0.2,0.0027738111210898414,0.98,0.99,0.6413137411328125,0.3,5,16,small,0.054197869884085044,,,,PRUNED
221,221,232.7753208,2022-06-27 00:59:47.421434,2022-06-27 01:28:44.771034,0 days 00:28:57.349600,tanh,32,0.4,0.05519806148938863,0.95,0.995,0.000779437933440631,0.9,20,512,small,0.7718841789199034,232.7753208,,,PRUNED
222,222,,2022-06-27 01:03:31.183845,2022-06-27 01:04:15.366201,0 days 00:00:44.182356,tanh,32,0.3,0.000203135025933953,1.0,0.999,0.9919405526379067,0.6,10,128,small,0.707110372003601,,,,PRUNED
223,223,289.87814820000006,2022-06-27 01:04:15.366835,2022-06-27 01:20:36.826778,0 days 00:16:21.459943,relu,16,0.3,0.008351119446922864,0.8,0.98,0.03932479714808252,0.7,5,32,small,0.640031499048091,289.87814820000006,,,PRUNED
224,224,1.8406869999999997,2022-06-27 01:11:08.946122,2022-06-27 01:19:38.309487,0 days 00:08:29.363365,relu,64,0.2,1.928677036234052e-08,0.98,0.9999,0.1519876251067315,0.8,5,512,medium,0.17171375931098287,1.8406869999999997,,,PRUNED
225,225,28.548348799999996,2022-06-27 01:19:38.310194,2022-06-27 01:47:46.717451,0 days 00:28:08.407257,tanh,16,0.1,1.2222172194843423e-08,0.95,0.99,0.006406440306333692,0.5,10,64,medium,0.8934080591944591,28.548348799999996,,,PRUNED
226,226,,2022-06-27 01:20:36.827503,2022-06-27 01:21:35.821795,0 days 00:00:58.994292,relu,32,0.3,0.05231444967908937,0.9,0.98,0.24110760051271798,0.5,5,64,medium,0.20892488550829683,,,,PRUNED
227,227,135.7438334,2022-06-27 01:21:35.822478,2022-06-27 01:28:20.825179,0 days 00:06:45.002701,tanh,32,0.2,2.2068249921296907e-07,0.95,0.95,1.5490573782811573e-05,1.0,1,64,medium,0.08620095342884015,135.7438334,,,PRUNED
228,228,96.333898,2022-06-27 01:28:20.825799,2022-06-27 01:36:11.653885,0 days 00:07:50.828086,tanh,64,0.3,6.245302042096812e-06,0.99,0.999,0.06634280267934115,1.0,5,512,small,0.6239606243267279,96.333898,,,PRUNED
229,229,,2022-06-27 01:28:44.771560,2022-06-27 01:46:26.946797,0 days 00:17:42.175237,tanh,16,0.1,0.06454807616859555,0.98,0.99,0.08726865981331056,0.9,20,64,medium,0.01396181109896877,,,,PRUNED
230,230,-3.1321338000000005,2022-06-27 01:36:11.654474,2022-06-27 01:42:48.481060,0 days 00:06:36.826586,relu,64,0.2,0.041977444508602656,0.98,0.9,0.21364804544595498,0.8,1,32,medium,0.36663304591925394,-3.1321338000000005,,,PRUNED
231,231,-16.383373400000004,2022-06-27 01:42:48.481775,2022-06-27 01:52:15.275893,0 days 00:09:26.794118,relu,64,0.3,3.026692001579678e-07,0.95,0.95,0.00655788554636247,0.8,5,128,small,0.08892912709753453,-16.383373400000004,,,PRUNED
232,232,273.63066100000003,2022-06-27 01:46:26.948380,2022-06-27 02:01:37.580528,0 days 00:15:10.632148,relu,64,0.2,1.0457474878262923e-07,0.98,0.95,0.00040152623439700113,2.0,10,512,medium,0.8250412767488211,273.63066100000003,,,PRUNED
233,233,769.9865517999999,2022-06-27 01:47:46.718324,2022-06-27 02:32:05.746491,0 days 00:44:19.028167,tanh,64,0.2,0.0005642490096336926,0.95,0.9999,8.351207903293114e-05,0.6,5,64,medium,0.04901100011679039,1002.1357052,769.9865517999999,,PRUNED
234,234,,2022-06-27 01:52:15.276473,2022-06-27 01:52:55.238024,0 days 00:00:39.961551,relu,64,0.2,6.102873795558184e-08,0.98,0.995,0.5964722774833665,0.7,5,32,small,0.8855090296863108,,,,PRUNED
235,235,250.3618458,2022-06-27 01:52:55.239044,2022-06-27 02:27:33.206221,0 days 00:34:37.967177,tanh,32,0.1,2.2419169287116138e-05,1.0,0.9999,0.0023420619666140955,0.8,1,256,small,0.5877873994018972,954.7872416,250.3618458,,PRUNED
236,236,33.3390986,2022-06-27 02:01:37.581012,2022-06-27 02:38:26.766294,0 days 00:36:49.185282,relu,8,0.1,6.319672740092545e-08,0.95,0.9,0.006948611266935255,0.7,5,16,small,0.7486967614026087,33.3390986,,,PRUNED
237,237,-7.817797199999999,2022-06-27 02:27:33.206795,2022-06-27 02:35:19.078316,0 days 00:07:45.871521,tanh,512,0.2,2.751611036352398e-06,0.98,0.9999,0.7886884495425663,0.5,5,1024,medium,0.4235531084765772,-7.817797199999999,,,PRUNED
238,238,172.358212,2022-06-27 02:32:05.747395,2022-06-27 03:00:09.259435,0 days 00:28:03.512040,tanh,128,0.2,2.6786448892422164e-08,0.99,0.9,0.005469571431041902,0.5,1,512,small,0.533524440380818,343.9590854,172.358212,,PRUNED
239,239,-65.50809319999999,2022-06-27 02:35:19.079269,2022-06-27 02:47:24.408581,0 days 00:12:05.329312,relu,64,0.4,7.358675145028624e-06,0.99,0.995,0.012364150978373055,0.8,5,128,small,0.9533501234837874,-65.50809319999999,,,PRUNED
240,240,143.90939260000002,2022-06-27 02:38:26.767302,2022-06-27 02:50:40.211003,0 days 00:12:13.443701,relu,64,0.3,0.0005081135062283619,0.98,0.95,1.6029863707781184e-05,2.0,5,64,small,0.70139795727639,143.90939260000002,,,PRUNED
241,241,217.87392379999997,2022-06-27 02:47:24.409613,2022-06-27 03:34:27.771340,0 days 00:47:03.361727,relu,16,0.3,2.861856760498244e-07,0.99,0.95,0.0013733420212291396,0.5,20,2048,small,0.14957882207183248,217.87392379999997,,,PRUNED
242,242,79.58108239999999,2022-06-27 02:50:40.211623,2022-06-27 03:19:59.085742,0 days 00:29:18.874119,relu,8,0.2,0.0014002891552989893,0.92,0.99,0.053225540188638044,0.6,5,16,small,0.5642504597082401,79.58108239999999,,,PRUNED
243,243,77.3025738,2022-06-27 03:00:09.260153,2022-06-27 03:06:43.141449,0 days 00:06:33.881296,relu,128,0.3,3.6603332215038584e-06,0.9,0.9,0.00011074096489546197,0.9,5,1024,small,0.5386662924365074,77.3025738,,,PRUNED
244,244,0.42124819999999996,2022-06-27 03:06:43.142206,2022-06-27 03:21:04.097182,0 days 00:14:20.954976,tanh,64,0.3,2.626893622298756e-08,1.0,0.99,0.004394381273845665,0.5,5,16,small,0.50486525710723,0.42124819999999996,,,PRUNED
245,245,1140.07292,2022-06-27 03:19:59.086378,2022-06-27 07:13:02.360125,0 days 03:53:03.273747,relu,64,0.2,2.659822531867311e-05,0.95,0.995,0.00021545203916758867,2.0,20,512,small,0.4247913955654759,514.6002172,1101.4846878,1140.07292,PRUNED
246,246,238.33266919999997,2022-06-27 03:21:04.098092,2022-06-27 03:35:22.926873,0 days 00:14:18.828781,tanh,16,0.2,0.004326450544323403,0.98,0.99,0.003173477423567141,0.7,5,256,medium,0.2844018181562693,238.33266919999997,,,PRUNED
247,247,1.4225717999999996,2022-06-27 03:34:27.771979,2022-06-27 03:47:56.550828,0 days 00:13:28.778849,relu,32,0.2,5.897523516360911e-05,0.98,0.98,0.0016089616446399318,0.7,5,32,medium,0.8886698175511674,1.4225717999999996,,,PRUNED
248,248,,2022-06-27 03:35:22.927682,2022-06-27 03:35:37.733140,0 days 00:00:14.805458,relu,16,0.3,5.944130884987343e-05,0.99,0.999,0.899752678419053,2.0,10,2048,medium,0.19373404748292403,,,,PRUNED
249,249,168.6876266,2022-06-27 03:35:37.734149,2022-06-27 03:45:58.330763,0 days 00:10:20.596614,relu,512,0.2,0.005153792731967811,0.92,0.999,0.0009592558098426255,2.0,5,64,medium,0.04589238388123973,168.6876266,,,PRUNED
250,250,-13.886969400000002,2022-06-27 03:40:31.285212,2022-06-27 03:52:24.541931,0 days 00:11:53.256719,relu,128,0.3,0.0029858559007095017,0.92,0.95,0.012133891201654786,1.0,20,512,small,0.4993732656695395,-13.886969400000002,,,PRUNED
251,251,,2022-06-27 03:45:58.331450,2022-06-27 03:46:03.600614,0 days 00:00:05.269164,tanh,128,0.2,0.002468226502800361,1.0,0.98,0.7415544208474858,0.9,10,16,medium,0.5643367605100629,,,,PRUNED
252,252,,2022-06-27 03:46:03.601348,,,tanh,256,0.2,1.572882609135767e-05,0.92,0.9,0.00011941470922719706,0.6,20,8,small,0.48828409751963203,582.6164516,,,RUNNING
253,253,75.7313078,2022-06-27 03:47:56.552408,2022-06-27 04:14:58.944415,0 days 00:27:02.392007,tanh,16,0.3,0.0006583707363312983,0.95,0.95,0.0008797929524708556,0.8,10,128,medium,0.05559390369647544,75.7313078,,,PRUNED
254,254,-6.5468622,2022-06-27 03:52:24.542542,2022-06-27 03:58:02.488612,0 days 00:05:37.946070,relu,128,0.2,0.00037874813978532637,0.99,0.9999,0.5420951584384898,2.0,1,256,small,0.8797524541475675,-6.5468622,,,PRUNED
255,255,-4.505160200000001,2022-06-27 03:58:02.489303,2022-06-27 04:04:25.488464,0 days 00:06:22.999161,tanh,128,0.2,1.9443873684054157e-06,1.0,0.99,0.05126999297735023,0.8,5,2048,small,0.8671603308227599,-4.505160200000001,,,PRUNED
256,256,-7.4837334,2022-06-27 04:04:25.489074,2022-06-27 04:10:57.555034,0 days 00:06:32.065960,relu,128,0.1,2.3170728271762496e-07,0.92,0.99,0.6943475149840429,0.3,5,1024,small,0.2293117172180952,-7.4837334,,,PRUNED
257,257,1.5062266000000002,2022-06-27 04:10:57.555615,2022-06-27 04:51:58.549143,0 days 00:41:00.993528,tanh,8,0.3,0.00048226241729318255,0.92,0.995,0.0013420295266613395,0.9,10,64,medium,0.5598030151717548,1.5062266000000002,,,PRUNED
258,258,-5.1893232,2022-06-27 04:14:58.945074,2022-06-27 04:29:34.203241,0 days 00:14:35.258167,tanh,256,0.4,0.0003846253216266249,0.9,0.999,0.11363449687881017,0.9,10,32,small,0.1492067493266307,-5.1893232,,,PRUNED
259,259,,2022-06-27 04:29:34.203821,2022-06-27 04:29:50.303531,0 days 00:00:16.099710,relu,128,0.2,0.003656264019936779,0.92,0.99,0.32401209264871117,2.0,5,16,small,0.04642403479961321,,,,PRUNED
260,260,-12.094641200000002,2022-06-27 04:29:50.304157,2022-06-27 04:34:01.535983,0 days 00:04:11.231826,tanh,512,0.3,8.905949091946546e-06,0.9,0.999,0.6625425731002672,5.0,1,1024,medium,0.2807670107919865,-12.094641200000002,,,PRUNED
261,261,126.68331119999998,2022-06-27 04:34:01.536603,2022-06-27 04:41:18.269094,0 days 00:07:16.732491,tanh,128,0.1,1.627347941872524e-08,0.99,0.95,0.29814883623150995,1.0,20,2048,medium,0.8169689299553877,126.68331119999998,,,PRUNED
262,262,178.78517060000001,2022-06-27 04:41:18.269766,2022-06-27 04:45:24.073289,0 days 00:04:05.803523,tanh,512,0.2,6.508465594848375e-07,0.92,0.9,4.7173331110891056e-05,2.0,5,1024,medium,0.6285280148945036,178.78517060000001,,,PRUNED
263,263,85.57868140000001,2022-06-27 04:45:24.074002,2022-06-27 04:58:31.143301,0 days 00:13:07.069299,relu,256,0.4,2.626599823467946e-06,0.92,0.98,8.429371647749891e-05,0.8,10,32,medium,0.4119381780406968,85.57868140000001,,,PRUNED
264,264,109.888301,2022-06-27 04:51:58.549768,2022-06-27 04:56:51.913738,0 days 00:04:53.363970,relu,64,0.1,0.00044986674935477495,0.95,0.99,5.153625136353988e-05,0.9,1,256,medium,0.12107858462279521,109.888301,,,PRUNED
265,265,145.54502480000002,2022-06-27 04:56:51.914384,2022-06-27 05:06:26.769831,0 days 00:09:34.855447,relu,512,0.3,7.158486914871662e-05,0.95,0.9,1.607024024447683e-05,0.6,1,8,small,0.4619742483641664,145.54502480000002,,,PRUNED
266,266,-12.5418968,2022-06-27 04:58:31.143975,2022-06-27 05:05:31.826196,0 days 00:07:00.682221,tanh,32,0.4,0.0007458999079798281,1.0,0.99,0.01772268760922565,0.3,1,16,medium,0.4256511588141258,-12.5418968,,,PRUNED
267,267,-4.628837,2022-06-27 05:05:31.827041,2022-06-27 05:11:19.787165,0 days 00:05:47.960124,tanh,128,0.3,1.1277990060585457e-07,0.98,0.99,0.016628004638169675,0.9,1,32,small,0.8344393367134302,-4.628837,,,PRUNED
268,268,351.9193972,2022-06-27 05:06:26.771677,2022-06-27 06:44:35.102727,0 days 01:38:08.331050,relu,256,0.3,7.056940544864714e-07,0.9,0.99,0.00033068969962421295,2.0,20,2048,medium,0.3669490816890748,736.2191366,1148.9169648,351.9193972,PRUNED
269,269,429.8422898,2022-06-27 05:11:19.787843,2022-06-27 06:04:27.457469,0 days 00:53:07.669626,tanh,32,0.4,5.282113649377025e-07,0.95,0.9999,2.1001040486006306e-05,0.9,10,128,small,0.401329111830485,1011.9489121999999,429.8422898,,PRUNED
270,270,-18.735742,2022-06-27 06:04:27.458172,2022-06-27 06:41:41.815662,0 days 00:37:14.357490,relu,64,0.3,4.517989277966335e-06,0.99,0.98,0.005029011169715226,5.0,10,8,small,0.7150920099457894,-18.735742,,,PRUNED
271,271,-9.004424199999999,2022-06-27 06:41:41.816307,2022-06-27 06:51:00.118006,0 days 00:09:18.301699,tanh,128,0.3,0.005253831510872578,0.95,0.95,0.024446347756065554,0.9,20,256,medium,0.4770459008447738,-9.004424199999999,,,PRUNED
272,272,,2022-06-27 06:44:35.103506,2022-06-27 06:46:43.269376,0 days 00:02:08.165870,tanh,32,0.3,0.062320740145754346,1.0,0.99,0.07701646311198708,5.0,5,32,medium,0.6908109289139338,,,,PRUNED
273,273,73.7129312,2022-06-27 06:46:43.270156,2022-06-27 06:52:22.913230,0 days 00:05:39.643074,relu,256,0.3,0.00012672439064697014,0.99,0.995,8.394644574127133e-05,1.0,1,32,small,0.45829832522983155,73.7129312,,,PRUNED
274,274,,2022-06-27 06:51:00.118765,,,relu,64,0.3,3.69490243374814e-06,0.98,0.9,5.211117642468645e-05,1.0,5,512,medium,0.018134748681128632,317.9563212,,,RUNNING
275,275,66.3292984,2022-06-27 06:52:22.913797,2022-06-27 07:11:47.411078,0 days 00:19:24.497281,relu,256,0.2,0.08384680647415634,0.95,0.95,3.68631605624345e-05,2.0,1,128,small,0.5856401006551946,326.33945980000004,66.3292984,,PRUNED
276,276,,2022-06-27 07:11:47.411768,,,tanh,128,0.2,0.03975344093841881,0.98,0.995,0.055353178540942724,0.6,20,512,small,0.4509669933740537,,,,RUNNING
277,277,,2022-06-27 07:13:02.360732,,,tanh,64,0.4,0.026218058505588112,0.92,0.995,2.4970531428997494e-05,0.6,5,128,small,0.47821137246682427,,,,RUNNING
